69.0, 69.00 
284.0, 176.50 
122.0, 158.33 
122.0, 149.25 
318.0, 183.00 
122.0, 172.83 
122.0, 165.57 
122.0, 160.12 
122.0, 155.89 
122.0, 152.50 
122.0, 149.73 
215.0, 155.17 
122.0, 152.62 
122.0, 150.43 
122.0, 148.53 
122.0, 146.88 
122.0, 145.41 
122.0, 144.11 
122.0, 142.95 
122.0, 141.90 
122.0, 140.95 
122.0, 140.09 
122.0, 139.30 
253.0, 144.04 
240.0, 147.88 
122.0, 146.88 
122.0, 145.96 
122.0, 145.11 
122.0, 144.31 
122.0, 143.57 
122.0, 142.87 
304.0, 147.91 
122.0, 147.12 
122.0, 146.38 
122.0, 145.69 
122.0, 145.03 
122.0, 144.41 
298.0, 148.45 
122.0, 147.77 
122.0, 147.12 
147.0, 147.12 
122.0, 146.52 
122.0, 145.95 
122.0, 145.41 
122.0, 144.89 
276.0, 147.74 
122.0, 147.19 
226.0, 148.83 
122.0, 148.29 
122.0, 147.76 
122.0, 147.25 
122.0, 146.77 
122.0, 146.30 
122.0, 145.85 
122.0, 145.42 
220.0, 146.75 
122.0, 146.32 
122.0, 145.90 
122.0, 145.49 
122.0, 145.10 
214.0, 146.23 
122.0, 145.84 
280.0, 147.97 
122.0, 147.56 
122.0, 147.17 
122.0, 146.79 
122.0, 146.42 
240.0, 147.79 
122.0, 147.42 
122.0, 147.06 
122.0, 146.70 
122.0, 146.36 
122.0, 146.03 
122.0, 145.70 
122.0, 145.39 
122.0, 145.08 
122.0, 144.78 
122.0, 144.49 
221.0, 145.46 
122.0, 145.16 
122.0, 144.88 
204.0, 145.60 
225.0, 146.55 
122.0, 146.26 
122.0, 145.98 
122.0, 145.70 
122.0, 145.43 
122.0, 145.16 
122.0, 144.90 
245.0, 146.01 
122.0, 145.75 
122.0, 145.49 
122.0, 145.24 
122.0, 144.99 
253.0, 146.13 
122.0, 145.88 
122.0, 145.63 
122.0, 145.39 
122.0, 145.15 
290.0, 146.60 
122.0, 147.13 
220.0, 146.49 
262.0, 147.89 
122.0, 147.89 
122.0, 145.93 
122.0, 145.93 
242.0, 147.13 
122.0, 147.13 
185.0, 147.76 
177.0, 148.31 
122.0, 148.31 
122.0, 147.38 
122.0, 147.38 
122.0, 147.38 
122.0, 147.38 
122.0, 147.38 
122.0, 147.38 
122.0, 147.38 
122.0, 147.38 
263.0, 148.79 
122.0, 148.79 
122.0, 148.79 
122.0, 148.79 
244.0, 148.70 
122.0, 147.52 
122.0, 147.52 
122.0, 147.52 
122.0, 147.52 
122.0, 147.52 
122.0, 147.52 
263.0, 148.93 
122.0, 147.11 
122.0, 147.11 
122.0, 147.11 
122.0, 147.11 
301.0, 148.90 
122.0, 148.90 
122.0, 147.14 
122.0, 147.14 
243.0, 148.35 
122.0, 148.10 
122.0, 148.10 
122.0, 148.10 
122.0, 148.10 
122.0, 148.10 
122.0, 146.56 
122.0, 146.56 
289.0, 147.19 
238.0, 148.35 
122.0, 148.35 
249.0, 149.62 
122.0, 149.62 
234.0, 150.74 
122.0, 150.74 
248.0, 152.00 
122.0, 151.02 
259.0, 152.39 
122.0, 152.39 
122.0, 152.39 
262.0, 153.79 
267.0, 154.32 
122.0, 154.32 
122.0, 152.74 
122.0, 152.74 
122.0, 152.74 
122.0, 152.74 
122.0, 152.74 
293.0, 153.27 
