44.0, 58.14, .57, .59, .56, .36
77.0, 60.95, .61, .62, .50, .37
75.0, 56.02, .64, .59, .42, .35
89.0, 79.31, .65, .65, .52, .52
54.0, 62.14, .66, .63, .60, .36
62.0, 55.92, .65, .63, .57, .29
47.0, 53.82, .68, .64, .59, .32
60.0, 54.53, .69, .64, .57, .31
48.0, 63.15, .67, .65, .61, .36
47.0, 56.83, .67, .67, .60, .30
84.0, 53.98, .69, .66, .60, .27
55.0, 75.94, .71, .64, .61, .40
76.0, 63.28, .68, .65, .59, .33
47.0, 54.29, .75, .66, .58, .28
55.0, 50.38, .74, .64, .55, .28
46.0, 50.85, .74, .63, .59, .27
44.0, 50.94, .71, .66, .57, .28
92.0, 71.83, .77, .65, .57, .40
79.0, 83.77, .75, .65, .57, .49
68.0, 74.76, .74, .63, .56, .45
57.0, 60.89, .70, .65, .60, .29
47.0, 59.56, .74, .66, .60, .28
76.0, 59.95, .69, .64, .58, .31
59.0, 60.81, .74, .63, .58, .33
62.0, 63.07, .77, .69, .61, .29
59.0, 61.32, .72, .66, .59, .32
56.0, 60.19, .76, .65, .56, .27
59.0, 61.24, .73, .67, .61, .28
61.0, 64.34, .75, .64, .59, .29
83.0, 65.20, .75, .65, .58, .28
63.0, 62.54, .78, .66, .61, .26
91.0, 66.75, .78, .66, .60, .29
89.0, 76.19, .76, .65, .61, .38
89.0, 93.32, .78, .67, .60, .53
96.0, 93.68, .74, .67, .60, .51
62.0, 92.87, .78, .65, .62, .47
58.0, 64.31, .76, .66, .59, .30
62.0, 68.42, .76, .66, .59, .31
62.0, 65.76, .80, .69, .65, .29
63.0, 69.39, .80, .67, .59, .33
64.0, 67.84, .77, .66, .61, .31
87.0, 73.44, .74, .66, .64, .40
57.0, 67.96, .79, .70, .64, .38
59.0, 59.54, .81, .67, .63, .29
61.0, 58.53, .80, .68, .59, .26
61.0, 61.27, .78, .67, .58, .28
58.0, 58.69, .71, .63, .58, .31
59.0, 60.08, .77, .65, .60, .29
64.0, 65.27, .79, .68, .63, .30
52.0, 65.02, .81, .70, .69, .27
47.0, 54.90, .77, .66, .62, .29
124.0, 93.01, .74, .66, .66, .62
122.0, 114.64, .78, .71, .70, .76
134.0, 119.18, .77, .67, .72, .79
127.0, 132.63, .80, .68, .71, .99
140.0, 134.45, .80, .72, .72, .96
122.0, 136.38, .79, .71, .72, .99
134.0, 130.86, .75, .66, .71, .99
126.0, 126.17, .80, .70, .73, .88
110.0, 119.84, .81, .71, .69, .78
130.0, 129.06, .80, .68, .73, .95
142.0, 127.09, .78, .68, .71, .88
106.0, 127.22, .78, .67, .71, .87
134.0, 122.43, .72, .68, .69, .85
142.0, 134.66, .80, .70, .70, .99
140.0, 133.96, .81, .70, .68, .99
130.0, 132.21, .82, .70, .69, .98
138.0, 131.31, .79, .70, .70, .94
114.0, 124.91, .81, .70, .70, .94
137.0, 111.45, .80, .72, .71, .76
126.0, 129.82, .79, .72, .68, .98
131.0, 132.70, .83, .72, .71, .98
138.0, 136.29, .78, .69, .73, .98
138.0, 132.35, .79, .71, .71, .94
140.0, 137.02, .81, .70, .72, .99
136.0, 140.99, .81, .72, .74, 1.00
129.0, 132.72, .84, .72, .69, .99
125.0, 122.81, .73, .70, .65, .93
147.0, 121.68, .78, .72, .63, .91
150.0, 125.72, .80, .68, .72, .91
118.0, 135.82, .76, .70, .76, .96
125.0, 138.71, .74, .67, .79, .97
139.0, 142.12, .80, .71, .78, .98
145.0, 140.70, .81, .71, .79, 1.00
136.0, 139.67, .78, .67, .75, .96
138.0, 146.03, .80, .74, .76, 1.00
139.0, 139.11, .78, .73, .72, .99
126.0, 141.44, .79, .72, .74, .99
125.0, 139.55, .82, .75, .74, .98
140.0, 142.97, .81, .75, .74, .98
123.0, 139.10, .73, .72, .76, .87
128.0, 143.64, .78, .72, .75, .93
156.0, 146.21, .80, .74, .76, .99
154.0, 144.88, .78, .72, .74, .95
110.0, 145.91, .78, .73, .76, .98
150.0, 137.62, .82, .72, .73, .97
154.0, 143.60, .79, .73, .76, .95
131.0, 148.16, .80, .72, .75, .98
