69.0, 69.00 
116.0, 92.50 
116.0, 100.33 
116.0, 104.25 
116.0, 106.60 
238.0, 128.50 
116.0, 126.71 
116.0, 125.38 
116.0, 124.33 
116.0, 123.50 
116.0, 122.82 
116.0, 122.25 
116.0, 121.77 
116.0, 121.36 
116.0, 121.00 
116.0, 120.69 
116.0, 120.41 
116.0, 120.17 
245.0, 126.74 
264.0, 133.60 
263.0, 139.76 
310.0, 147.50 
116.0, 146.13 
204.0, 148.54 
166.0, 149.24 
185.0, 150.62 
185.0, 151.89 
304.0, 157.32 
295.0, 162.07 
185.0, 162.83 
291.0, 166.97 
260.0, 169.88 
185.0, 170.33 
185.0, 170.76 
185.0, 171.17 
185.0, 171.56 
185.0, 171.92 
185.0, 172.26 
185.0, 172.59 
185.0, 172.90 
185.0, 173.20 
287.0, 175.90 
185.0, 176.12 
185.0, 176.32 
185.0, 176.51 
185.0, 176.70 
269.0, 178.66 
185.0, 178.79 
185.0, 178.92 
185.0, 179.04 
69.0, 176.88 
185.0, 177.04 
185.0, 177.19 
185.0, 177.33 
185.0, 177.47 
185.0, 177.61 
212.0, 178.21 
212.0, 178.79 
212.0, 179.36 
185.0, 179.45 
227.0, 180.23 
212.0, 180.74 
274.0, 182.22 
212.0, 182.69 
212.0, 183.14 
266.0, 184.39 
200.0, 184.63 
212.0, 185.03 
212.0, 185.42 
212.0, 185.80 
212.0, 186.17 
243.0, 186.96 
212.0, 187.30 
212.0, 187.64 
212.0, 187.96 
212.0, 188.28 
212.0, 188.58 
259.0, 189.49 
226.0, 189.95 
264.0, 190.88 
212.0, 191.14 
212.0, 191.39 
212.0, 191.64 
212.0, 191.88 
212.0, 192.12 
212.0, 192.35 
232.0, 192.80 
212.0, 193.02 
224.0, 193.37 
212.0, 193.58 
212.0, 193.78 
212.0, 193.98 
212.0, 194.17 
212.0, 194.36 
212.0, 194.55 
212.0, 194.73 
212.0, 194.91 
212.0, 195.08 
212.0, 195.25 
212.0, 195.42 
69.0, 195.42 
216.0, 196.42 
143.0, 196.69 
212.0, 197.65 
212.0, 198.61 
143.0, 197.66 
143.0, 197.93 
143.0, 198.20 
212.0, 199.16 
212.0, 200.12 
212.0, 201.08 
212.0, 202.04 
143.0, 202.31 
143.0, 202.58 
143.0, 202.85 
212.0, 203.81 
212.0, 204.77 
143.0, 205.04 
183.0, 204.42 
143.0, 203.21 
185.0, 202.43 
212.0, 201.45 
212.0, 202.41 
143.0, 201.80 
168.0, 201.82 
212.0, 202.09 
212.0, 202.36 
212.0, 201.44 
143.0, 199.92 
212.0, 200.19 
212.0, 199.40 
143.0, 198.23 
168.0, 198.06 
212.0, 198.33 
212.0, 198.60 
212.0, 198.87 
195.0, 198.97 
221.0, 199.33 
212.0, 199.60 
217.0, 199.92 
195.0, 200.02 
212.0, 199.27 
195.0, 199.37 
247.0, 199.99 
212.0, 200.26 
195.0, 200.36 
256.0, 200.23 
212.0, 200.50 
195.0, 200.60 
212.0, 200.87 
69.0, 200.87 
212.0, 201.14 
195.0, 201.24 
212.0, 201.51 
195.0, 201.61 
212.0, 201.88 
212.0, 201.88 
195.0, 201.71 
230.0, 201.89 
212.0, 202.16 
195.0, 201.84 
182.0, 201.54 
176.0, 200.56 
212.0, 200.56 
216.0, 200.60 
195.0, 199.89 
212.0, 200.01 
195.0, 199.84 
212.0, 199.84 
195.0, 199.67 
189.0, 199.44 
212.0, 199.13 
195.0, 198.96 
212.0, 198.96 
195.0, 198.79 
212.0, 198.79 
195.0, 198.62 
212.0, 198.15 
195.0, 197.84 
212.0, 197.32 
186.0, 197.06 
195.0, 196.89 
212.0, 196.89 
195.0, 196.72 
212.0, 196.72 
195.0, 196.55 
265.0, 196.88 
212.0, 196.88 
195.0, 196.59 
212.0, 196.59 
195.0, 196.42 
212.0, 196.42 
195.0, 196.25 
212.0, 196.25 
195.0, 196.08 
212.0, 196.08 
195.0, 195.91 
209.0, 195.88 
212.0, 195.88 
195.0, 195.71 
69.0, 69.00 
1455.0, 762.00 
1448.0, 990.67 
1471.0, 1110.75 
1556.0, 1199.80 
1444.0, 1240.50 
1497.0, 1277.14 
1529.0, 1308.62 
1633.0, 1344.67 
1720.0, 1382.20 
1633.0, 1405.00 
1687.0, 1428.50 
1769.0, 1454.69 
1698.0, 1472.07 
1699.0, 1487.20 
1746.0, 1503.38 
1723.0, 1516.29 
1639.0, 1523.11 
1684.0, 1531.58 
1531.0, 1531.55 
1711.0, 1540.10 
1593.0, 1542.50 
1546.0, 1542.65 
1465.0, 1539.42 
1511.0, 1538.28 
1614.0, 1541.19 
1498.0, 1539.59 
1580.0, 1541.04 
1705.0, 1546.69 
1679.0, 1551.10 
1614.0, 1553.13 
1696.0, 1557.59 
1586.0, 1558.45 
1419.0, 1554.35 
1519.0, 1553.34 
1388.0, 1548.75 
1454.0, 1546.19 
1629.0, 1548.37 
1632.0, 1550.51 
1698.0, 1554.20 
1616.0, 1555.71 
1445.0, 1553.07 
1572.0, 1553.51 
1519.0, 1552.73 
1475.0, 1551.00 
1626.0, 1552.63 
1678.0, 1555.30 
1530.0, 1554.77 
1661.0, 1556.94 
1864.0, 1563.08 
69.0, 1533.78 
683.0, 1517.42 
675.0, 1501.53 
2434.0, 1518.80 
2391.0, 1534.65 
2234.0, 1547.14 
2502.0, 1563.89 
2670.0, 1582.97 
2866.0, 1604.71 
2723.0, 1623.35 
2843.0, 1643.34 
2788.0, 1661.81 
