69.0, 69.00 
2752.0, 1410.50 
69.0, 963.33 
674.0, 891.00 
69.0, 726.60 
2062.0, 949.17 
69.0, 823.43 
693.0, 807.12 
69.0, 725.11 
2552.0, 907.80 
69.0, 831.55 
696.0, 820.25 
69.0, 762.46 
1691.0, 828.79 
69.0, 778.13 
674.0, 771.62 
69.0, 730.29 
2682.0, 838.72 
69.0, 798.21 
687.0, 792.65 
69.0, 758.19 
1906.0, 810.36 
69.0, 778.13 
705.0, 775.08 
69.0, 746.84 
2679.0, 821.15 
69.0, 793.30 
706.0, 790.18 
69.0, 765.31 
